TypeofBreach,BreachLocation,Covered Entity Type,Location of Breached Information,Type of Breach,TypeofBreach (group),Individuals Affected,Status,State,Name of Covered Entity,Covered Entity Type (copy),Business Associate Present,Breach Submission Date
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,566,Resolved,IN,Access Counseling LLC,Healthcare Provider,No,10/14/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1142,Resolved,IN,St. Vincent Hospital and Healthcare Inc,Healthcare Provider,No,2/18/2014
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,43890,Resolved,IN,"Aspire Indiana, Inc.",Healthcare Provider,No,1/7/2015
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,205748,Resolved,IN,"Premier Healthcare, LLC",Healthcare Provider,No,3/4/2016
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1272,Resolved,IN,South Bend Orthopaedic Associates Inc,Healthcare Provider,No,8/18/2017
Theft,Network Server,Healthcare Provider,Network Server,Theft,Other,757,Resolved,IN,Indiana University School of Optometry,Healthcare Provider,No,10/25/2011
Theft,,Healthcare Provider,Other,Theft,Other,10705,Resolved,IN,"Jay C. Platt, DDS",Healthcare Provider,No,12/5/2011
Theft,,Healthcare Provider,Other,Theft,Other,1504,Resolved,IN,Kindred Healthcare Inc d/b/a Kindred Transitional Care and Rehabilitation-Sellersburg,Healthcare Provider,No,7/25/2012
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,55000,Resolved,IN,"Cancer Care Group, P.C.",Healthcare Provider,No,8/28/2012
Theft,Other Portable E-Device,Healthcare Provider,"Other, Other Portable Electronic Device",Theft,Other,2059,Resolved,IN,Jonathan Noel MD,Healthcare Provider,No,9/8/2011
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,6800,Resolved,KS,"Family Medicine East, Chartered",Healthcare Provider,No,2/3/2017
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1105,Resolved,KS,Occupational Health Partners,Healthcare Provider,No,6/1/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,7757,Resolved,KS,Kansas Department on Aging,Healthcare Provider,No,1/19/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,52076,Resolved,KS,Valley Hope Association,Healthcare Provider,No,2/26/2016
Theft,Paper/Films,Healthcare Provider,"Laptop, Paper/Films",Theft,Other,1200,Resolved,KS,"Matthew H. Conrad, M.D., P.A.",Healthcare Provider,No,9/19/2010
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,707,Resolved,KS,Decatur Health Systems,Healthcare Provider,No,9/7/2016
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2027,Resolved,KY,University of Kentucky,Healthcare Provider,No,6/18/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2089,Resolved,KY,Jewish Hospital,Healthcare Provider,No,8/5/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,8845,Resolved,KY,"Omnicare, Inc",Healthcare Provider,No,3/10/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3604,Resolved,KY,University of Kentucky - UK HealthCare,Healthcare Provider,No,7/28/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,4490,Resolved,KY,University of Kentucky HealthCare,Healthcare Provider,No,6/19/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,824,Resolved,KY,Wolf & Yun,Healthcare Provider,No,6/22/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,4500,Resolved,KY,ReachOut Home Care [Case #16687],Healthcare Provider,No,12/9/2014
Theft,Other Portable E-Device,Healthcare Provider,"Laptop, Other Portable Electronic Device",Theft,Other,971,Resolved,KY,"Associates In EyeCare, P.S.C.",Healthcare Provider,No,5/16/2016
Theft,Paper/Films,Healthcare Provider,"Laptop, Other Portable Electronic Device, Paper/Films",Theft,Other,1432,Resolved,KY,Lexington VAMC,Healthcare Provider,No,8/25/2011
Theft,,Healthcare Provider,Other,Theft,Other,822,Resolved,KY,"American Urgent Care Center, PSC",Healthcare Provider,No,1/5/2017
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,2376,Resolved,KY,"Alexander J. Tikhtman, M.D.",Healthcare Provider,No,10/12/2012
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,535,Resolved,KY,"Health Help, Inc.",Healthcare Provider,No,12/10/2013
Theft,Other Portable E-Device,Healthcare Provider,"Other, Other Portable Electronic Device",Theft,Other,5148,Resolved,KY,Medical Center At Bowling Green,Healthcare Provider,No,4/26/2010
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,2200,Resolved,KY,"Cumberland Gastroenterology, P.S.C.",Healthcare Provider,No,10/5/2010
Theft,Email,Healthcare Provider,"Desktop Computer, Electronic Medical Record, Email, Laptop, Network Server, Other, Other Portable Electronic Device",Theft,Other,2000,Resolved,LA,"Gail Gillespie and Associates, LLC",Healthcare Provider,No,6/28/2011
Theft,EMR,Healthcare Provider,"Desktop Computer, Electronic Medical Record, Laptop",Theft,Other,3000,Resolved,LA,St. Martin Parish School Based Health Centers,Healthcare Provider,No,6/15/2015
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1400,Resolved,LA,Pousson Family Dentistry,Healthcare Provider,No,1/10/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,14500,Resolved,LA,Louisiana State University Health Sciences Center-New Orleans,Healthcare Provider,No,9/15/2015
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2553,Resolved,LA,"Eye Care Surgery Center, Inc.",Healthcare Provider,No,4/27/2018
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2553,Resolved,LA,"Tiger Vision, LLC",Healthcare Provider,No,4/27/2018
Theft,Laptop,Healthcare Provider,"Laptop, Other",Theft,Other,707,Resolved,LA,"Compassionate Care Hospice of Central Louisiana, LLC",Healthcare Provider,No,9/26/2014
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,14750,Resolved,MA,"Spectrum Health Ssytems, Inc.",Healthcare Provider,No,10/20/2011
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,615,Resolved,MA,Brigham and Women's Hospital,Healthcare Provider,No,11/26/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3594,Resolved,MA,Massachusetts Eye and Ear Infirmary,Healthcare Provider,No,4/20/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,563,Resolved,MA,Drs Edalji and Komer,Healthcare Provider,No,5/6/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,599,Resolved,MA,Lahey Clinic,Healthcare Provider,No,10/11/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2988,Resolved,MA,Sleep HealthCenters LLC,Healthcare Provider,No,12/28/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2159,Resolved,MA,Children's Hospital Boston,Healthcare Provider,No,5/22/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3900,Resolved,MA,Beth Israel Deaconess Medical Center,Healthcare Provider,No,7/20/2012
Theft,Other Portable E-Device,Healthcare Provider,"Laptop, Other Portable Electronic Device",Theft,Other,595,Resolved,MA,St. Elizabeth's Medical Center,Healthcare Provider,No,8/26/2014
Theft,Other Portable E-Device,Healthcare Provider,"Laptop, Other Portable Electronic Device",Theft,Other,999,Resolved,MA,Brigham and Women's Hospital,Healthcare Provider,No,11/17/2014
Theft,,Healthcare Provider,Other,Theft,Other,1076,Resolved,MA,Massachusetts Eye and Ear Infirmary,Healthcare Provider,No,1/8/2010
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,638,Resolved,MA,Brigham and Women's Hospital and Faulkner Hospital,Healthcare Provider,No,8/3/2011
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,716,Resolved,MA,Kindred Transitional Care and Rehabilitation - Marl,Healthcare Provider,No,2/14/2013
Theft,Other Portable E-Device,Healthcare Provider,"Other, Other Portable Electronic Device",Theft,Other,2200,Resolved,MA,"Adult & Pediatric Dermatology, PC",Healthcare Provider,No,10/7/2011
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,500,Resolved,MA,"Baystate Family Dental, Inc.",Healthcare Provider,No,5/4/2018
Theft,Email,Healthcare Provider,Email,Theft,Other,7606,Resolved,MD,Hospice of the Chesapeake,Healthcare Provider,No,11/12/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3230,Resolved,MD,Riderwood Village,Healthcare Provider,No,1/17/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,5822,Resolved,MD,"Center for Pain Management, LLC",Healthcare Provider,No,2/12/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,42713,Resolved,MD,The Union Labor Life Insurance Company,Healthcare Provider,No,6/27/2014
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,571,Resolved,MD,The Johns Hopkins Hospital,Healthcare Provider,No,10/9/2015
Theft,Network Server,Healthcare Provider,Network Server,Theft,Other,10480,Resolved,MD,Lee Miller Rehabilitation Associates,Healthcare Provider,No,2/29/2012
Theft,Paper/Films,Healthcare Provider,"Other, Paper/Films",Theft,Other,5000,Resolved,MD,St. Joseph Medical Center,Healthcare Provider,No,11/3/2011
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,520,Resolved,MI,Henry Ford Health System,Healthcare Provider,No,10/3/2011
Theft,Desktop Computer,Healthcare Provider,"Desktop Computer, Laptop",Theft,Other,646,Resolved,MI,Detroit Department of Health and Wellness Promotion,Healthcare Provider,No,12/15/2009
Theft,Desktop Computer,Healthcare Provider,"Desktop Computer, Laptop",Theft,Other,656,Resolved,MI,Lake Woods Nursing & Rehabilitation Center,Healthcare Provider,No,1/18/2011
Theft,Paper/Films,Healthcare Provider,"Desktop Computer, Paper/Films",Theft,Other,1529,Resolved,MI,Detroit Medical Center,Healthcare Provider,No,7/13/2017
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2300,Resolved,MI,"Nihal Saran, MD",Healthcare Provider,No,6/4/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3700,Resolved,MI,Henry Ford Hospital,Healthcare Provider,No,11/15/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3467,Resolved,MI,Michagan Facial Aesthetic Surgeons d/b/a University Physician Group,Healthcare Provider,No,4/28/2017
Theft,Network Server,Healthcare Provider,Network Server,Theft,Other,5370,Resolved,MI,Health Dimensions,Healthcare Provider,No,1/16/2014
Theft,,Healthcare Provider,Other,Theft,Other,10000,Resolved,MI,"Goodwill Industries of Greater Grand Rapids, Inc.",Healthcare Provider,No,1/15/2010
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,10000,Resolved,MI,Detroit Department of Health and Wellness Promotion,Healthcare Provider,No,12/15/2009
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,2595,Resolved,MI,Michigan Department of Community Health,Healthcare Provider,No,4/3/2014
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,902,Resolved,MI,Spectrum Health System,Healthcare Provider,No,8/3/2017
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,596,Resolved,MI,Henry Ford Health System,Healthcare Provider,No,6/26/2017
Theft,EMR,Healthcare Provider,Electronic Medical Record,Theft,Other,1740,Resolved,MN,Mayo Clinic,Healthcare Provider,No,9/8/2010
Theft,EMR,Healthcare Provider,"Electronic Medical Record, Laptop",Theft,Other,2600,Resolved,MN,"InStep Foot Clinic, P.A.",Healthcare Provider,No,10/11/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3159,Resolved,MN,Mankato Clinic,Healthcare Provider,No,12/28/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,9497,Resolved,MN,North Memorial Health Care,Healthcare Provider,No,9/27/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,14623,Resolved,MN,Fairview Health Services,Healthcare Provider,No,9/27/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,4000,Resolved,MN,Family Health Services Minnesota PA,Healthcare Provider,No,5/14/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,4725,Resolved,MN,Associated Dentists-Roseville Office,Healthcare Provider,No,5/18/2015
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,160000,Resolved,MN,"Empi Inc and DJO, LLC",Healthcare Provider,No,8/20/2015
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1450,Resolved,MN,"Minneapolis Clinic of Neurology, Ltd.",Healthcare Provider,No,8/31/2015
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,2764,Resolved,MN,"Medtronic, Inc.",Healthcare Provider,No,7/10/2013
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,9309,Resolved,MO,Ashley and Gray DDS,Healthcare Provider,No,1/19/2010
Theft,Network Server,Healthcare Provider,"Desktop Computer, Network Server",Theft,Other,10000,Resolved,MO,Olson & White Orthodontics,Healthcare Provider,No,9/3/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1400,Resolved,MO,"Robert Wheatley, DDS, PC",Healthcare Provider,No,11/15/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2435,Resolved,MO,Cox Health,Healthcare Provider,No,9/17/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1105,Resolved,MO,Washington University School of Medicine,Healthcare Provider,No,1/11/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,4027,Resolved,MO,"HomeCare of Mid-Missouri, Inc.",Healthcare Provider,No,2/14/2013
Theft,Other Portable E-Device,Healthcare Provider,"Laptop, Other Portable Electronic Device",Theft,Other,2600,Resolved,MO,St. Anthony's Physician Organization,Healthcare Provider,No,8/30/2013
Theft,Network Server,Healthcare Provider,Network Server,Theft,Other,1000,Resolved,MO,"Mid America Kidney Stone Association, LLC",Healthcare Provider,No,10/28/2009
Theft,,Healthcare Provider,Other,Theft,Other,836,Resolved,MO,SSM Health  (Dr. Syed Khader),Healthcare Provider,No,6/9/2017
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,589,Resolved,MO,John J. Pershing VA Medical Center,Healthcare Provider,No,4/11/2013
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,1104,Resolved,MS,Sta-home Health & Hospice,Healthcare Provider,No,11/8/2010
Theft,EMR,Healthcare Provider,Electronic Medical Record,Theft,Other,846,Resolved,MS,Merit Health Northwest Mississippi,Healthcare Provider,No,8/26/2015
Theft,,Healthcare Provider,Other,Theft,Other,3750,Resolved,MS,Greenwood Leflore Hospital,Healthcare Provider,No,4/16/2014
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,1797,Resolved,MS,VA Gulf Coast Veterans Health Care System,Healthcare Provider,No,9/20/2011
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,37000,Resolved,MT,"Ortho Montana, PSC",Healthcare Provider,No,2/8/2011
Theft,Other Portable E-Device,Healthcare Provider,"Laptop, Other Portable Electronic Device",Theft,Other,708,Resolved,MT,Karen Kietzman,Healthcare Provider,No,6/22/2012
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,1580,Resolved,NC,Laboratory Corporation of America,Healthcare Provider,No,5/1/2013
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,27113,Resolved,NC,UNC Health Care System,Healthcare Provider,No,12/8/2017
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2000,Resolved,NC,"Triumph, LLC",Healthcare Provider,No,2/1/2012
Theft,Network Server,Healthcare Provider,Network Server,Theft,Other,76258,Resolved,NC,"Central Dermatology Center, P.A.",Healthcare Provider,No,11/7/2014
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,10993,Resolved,NC,Duke University Health System,Healthcare Provider,No,8/29/2014
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,554,Resolved,NC,North Carolina Baptist Hospital,Healthcare Provider,No,3/3/2010
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,1590,Resolved,NC,Carolina Center for Development and Rehabilitation,Healthcare Provider,No,7/30/2010
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,1093,Resolved,NC,Fayetteville VAMC,Healthcare Provider,No,6/14/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,650,Resolved,ND,Medcenter One,Healthcare Provider,No,11/17/2011
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,2000,Resolved,ND,Kemmet Dental Design,Healthcare Provider,No,11/12/2013
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,1550,Resolved,NE,"Prime Home Care, LLC",Healthcare Provider,No,11/12/2010
Theft,Paper/Films,Healthcare Provider,"Laptop, Paper/Films",Theft,Other,1331,Resolved,NE,"Complete Family Medicine, LLC",Healthcare Provider,No,4/30/2018
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,611,Resolved,NE,University of Nebraska Medical Center,Healthcare Provider,No,12/9/2011
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,1208,Resolved,NH,Elliot Health System,Healthcare Provider,No,5/21/2014
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,5960,Resolved,NH,Speare Memorial Hospital,Healthcare Provider,No,5/2/2011
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,771,Resolved,NH,Foundation Medical Partners,Healthcare Provider,No,1/16/2012
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,1411,Resolved,NJ,Inspira Health Network Inc.,Healthcare Provider,No,2/21/2014
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,2500,Resolved,NJ,"Paul G. Klein, DPM",Healthcare Provider,No,10/1/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,1100,Resolved,NJ,"Barnabas Health Medical Group, P.C.",Healthcare Provider,No,11/5/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,600,Resolved,NJ,Spine Specialist,Healthcare Provider,No,4/28/2017
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,4600,Resolved,NJ,Chilton Medical Center,Healthcare Provider,No,12/15/2017
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,1287,Resolved,NJ,"Medco Health Solutions, Inc.",Healthcare Provider,No,2/13/2012
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,638,Resolved,NJ,"First Step Counseling, Inc.",Healthcare Provider,No,10/23/2012
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,1551,Resolved,NJ,"Otolaryngology Associates of Central New Jersey, P.C.",Healthcare Provider,No,11/10/2017
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,3830,Resolved,NM,SunBridge Healthcare Corporation,Healthcare Provider,No,7/8/2010
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,540,Resolved,NM,"Original Medicine Acupuncture & Wellness, LLC",Healthcare Provider,No,11/21/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,540,Resolved,NM,"Original Medicine Acupuncture & Wellness, LLC",Healthcare Provider,No,11/21/2012
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,778,Resolved,NM,ABQ HealthPartners,Healthcare Provider,No,2/17/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,12354,Resolved,NM,"New Mexico Oncology Hematology Consultants, LTD",Healthcare Provider,No,12/31/2013
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,561,Resolved,NM,New Mexico Department of Health,Healthcare Provider,No,12/15/2015
Theft,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Theft,Other,843,Resolved,NM,Santa Fe Medical Group,Healthcare Provider,No,9/12/2014
