Entity,Code,Year,99%,90%,80%,70%,60%,50%,40%,30%,20%,10%,Top 1%
Belgium,BEL,1856,0.07,0.85,3.55,18.84,36.78,51.96,61.8,68.62,74.12,80.23,90.23
Belgium,BEL,1857,0.06,0.76,3.64,20.61,37.27,51.76,61.34,68.01,73.67,79.73,89.91
Belgium,BEL,1858,0.06,0.75,3.97,20.96,37.31,51.4,60.63,67.23,72.81,78.73,88.7
Belgium,BEL,1859,0.06,0.65,3.22,18.68,33.94,48.1,58.8,66.38,72.66,79.05,90.35
Belgium,BEL,1860,0.07,1,12.96,30.92,46.19,57.14,64.66,70.34,75.28,80.97,91.28
Belgium,BEL,1861,0.06,0.81,4.58,22.56,39.31,53.13,62.22,68.63,74.09,79.82,90.07
Belgium,BEL,1862,0.07,0.97,5.64,25.87,42.84,56.04,64.09,69.98,75.12,80.59,90.72
Belgium,BEL,1863,0.06,0.86,4.07,21.94,39.54,53.76,62.91,69.13,74.42,79.87,89.89
Belgium,BEL,1864,0.06,0.82,3.68,19.36,36.2,50.97,61,67.87,73.3,78.97,89
Belgium,BEL,1865,0.05,0.68,2.86,14.25,31.6,46.87,58.99,66.96,73.25,79.35,89.72
Belgium,BEL,1866,0.06,0.74,2.6,8.69,23.46,34.59,45.14,56.11,65.72,74.18,87.01
Belgium,BEL,1867,0.07,0.93,5.59,26.49,43.01,55.37,63.47,69.58,74.63,80.19,90.24
Belgium,BEL,1868,0.07,1.02,4.08,24.2,41.1,54.5,63.24,69.68,74.79,80.59,90.57
Belgium,BEL,1869,0.08,1.17,4.29,23.81,40.53,54.12,63.03,69.38,74.55,80.21,90.21
Belgium,BEL,1870,0.07,0.98,3.95,22.12,37.63,51.25,61.17,67.95,73.65,79.46,89.68
Belgium,BEL,1871,0.06,0.74,2.21,6.9,23.32,37.26,51.25,62.36,70.22,76.94,87.91
Belgium,BEL,1872,0.07,0.93,3.14,18.37,34.62,49.66,60.63,68.15,74.09,80.05,90.54
Belgium,BEL,1873,0.07,1.04,7.1,28.03,43.61,55.48,63.7,69.69,74.78,80.11,90.02
Belgium,BEL,1874,0.07,1.14,8.95,30.44,45.8,57.12,64.78,70.44,75.48,80.87,91.12
Belgium,BEL,1875,0.06,0.88,4.53,26.35,41.95,54.17,62.65,68.93,74.19,79.68,89.78
Belgium,BEL,1876,0.09,0.92,4.02,25.42,41.34,54.23,63.08,69.46,74.7,79.93,89.43
Belgium,BEL,1877,0.08,1.14,7.83,29.14,44.27,56.34,64.29,70.32,75.4,80.7,90.16
Belgium,BEL,1878,0.06,1.07,14.04,31.94,46.18,56.97,64.47,70.09,74.99,80.31,89.54
Belgium,BEL,1879,0.06,0.99,12.89,31.75,46.22,56.75,63.95,69.52,74.37,79.78,89
Belgium,BEL,1880,0.05,0.77,7.16,29.28,44.57,56.15,63.94,69.82,74.78,80.34,90.43
Belgium,BEL,1881,0.06,1.03,14.17,32.47,46.58,57.28,64.59,70.25,75.11,80.61,90.38
Belgium,BEL,1882,0.07,1.12,16.69,34.7,48.62,58.55,65.45,70.75,75.55,81,90.84
Belgium,BEL,1883,0.07,1.12,16.25,33.99,47.44,57.57,64.62,70.2,74.92,80.4,89.77
Belgium,BEL,1884,0.06,0.95,14.04,32.68,46.73,57.6,64.74,70.39,75.23,80.79,90.58
Belgium,BEL,1885,0.07,1.22,16.95,34.51,48.47,58.35,65.2,70.65,75.43,80.73,90.38
Belgium,BEL,1886,0.05,0.8,10.32,31.76,46.4,57.4,64.66,70.42,75.12,80.44,89.96
Belgium,BEL,1887,0.07,1.16,18.28,36.64,50.19,59.56,66.04,71.25,75.78,80.84,90.24
Belgium,BEL,1888,0.06,0.94,16.52,35.48,49.31,58.91,65.5,70.64,75.42,80.54,89.96
Belgium,BEL,1889,0.06,0.92,14.4,35.12,49.22,59.07,65.68,70.97,75.77,81.1,90.4
Belgium,BEL,1890,0.06,0.88,13.81,34.15,48.02,57.86,64.62,69.97,74.81,80.01,89.48
Belgium,BEL,1891,0.06,0.88,13.26,34.18,48.04,57.82,64.53,69.79,74.43,79.64,88.98
Belgium,BEL,1892,0.06,0.85,9.9,32.3,46.48,56.67,63.66,69.07,73.83,79.1,88.59
Belgium,BEL,1893,0.06,0.92,13.87,34.79,48.68,58.42,65.13,70.45,75.25,80.61,90.04
Belgium,BEL,1894,0.06,1.23,20.88,38.77,51.48,60.16,66.35,71.33,75.94,81.22,90.41
Belgium,BEL,1895,0.06,0.93,18.72,38.04,51.29,60.03,66.09,71.01,75.5,80.57,89.7
Belgium,BEL,1896,0.07,1.35,22.92,41.43,53.47,61.66,67.55,72.38,76.84,81.9,91.16
Belgium,BEL,1897,0.07,1.6,25.84,43.59,55.29,62.79,68.2,72.83,77.13,82.03,91.07
Belgium,BEL,1898,0.06,1.28,23.83,43.13,54.93,62.61,68.18,72.72,77,82.07,91.16
Belgium,BEL,1899,0.06,1.01,20.36,40.33,53.03,61.19,66.97,71.67,76.09,81.05,89.96
Belgium,BEL,1900,0.06,1.08,23.06,41.62,53.52,61.17,66.81,71.38,75.69,80.6,89.58
Belgium,BEL,1901,0.07,2,27.69,45.32,56,63.18,68.54,72.9,77.08,82.04,91.04
Belgium,BEL,1902,0.07,1.51,25.9,44.48,55.51,62.86,68.23,72.7,76.91,81.78,90.76
Belgium,BEL,1903,0.06,1.48,26.7,45.42,56.24,63.49,68.72,73.22,77.44,82.19,91.1
Belgium,BEL,1904,0.06,1.42,26.73,45.82,56.54,63.46,68.66,72.99,77.14,81.98,90.89
Belgium,BEL,1905,0.07,1.9,28.82,47.01,57.4,63.83,68.84,73.04,77.09,81.81,90.52
Belgium,BEL,1906,0.06,1.51,28.3,46.98,57.5,64.05,69.04,73.34,77.38,81.95,90.73
Belgium,BEL,1907,0.07,2.46,31.16,48.63,58.25,64.41,69.23,73.36,77.29,81.83,90.52
Belgium,BEL,1908,0.07,1.64,28.54,47.15,57.2,63.72,68.61,72.75,76.81,81.44,90
Belgium,BEL,1909,0.07,2.08,30.17,48.56,58.03,64.26,69.09,73.16,77.18,81.75,90.13
Belgium,BEL,1910,0.07,2.06,31.01,49.16,58.73,65.01,69.84,73.91,77.9,82.47,91.13
Belgium,BEL,1911,0.06,1.28,28.45,47.37,57.48,63.97,68.93,73.1,77.21,81.76,89.98
Belgium,BEL,1912,0.08,3.29,33.65,50.31,59.29,65.13,69.76,73.71,77.7,82.08,90.26
Belgium,BEL,1913,0.08,3.3,34.75,51.2,59.83,65.56,70.15,74.12,78.11,82.59,90.62
Belgium,BEL,1919,0.08,2.11,23.35,41.17,54.99,62.88,68.35,72.75,76.87,81.53,90.07
Belgium,BEL,1920,0.09,5.93,33.25,51.28,60.64,66.56,71.01,74.96,78.82,83.36,92.01
Belgium,BEL,1921,0.09,11.21,38.47,54.19,62.1,67.44,71.7,75.39,79.09,83.63,92.23
Belgium,BEL,1922,0.1,13.03,39.2,54.25,61.98,67.13,71.14,74.74,78.25,82.64,91.38
Belgium,BEL,1923,0.11,18.32,41.7,55.67,63.12,68.05,72.1,75.76,79.33,83.7,92.2
Belgium,BEL,1924,0.11,19.94,42.91,56.25,63.45,68.35,72.27,75.83,79.43,83.79,92.52
Belgium,BEL,1925,0.11,18.19,42.61,56.34,63.48,68.54,72.45,75.98,79.56,83.86,92.36
Belgium,BEL,1926,0.1,18.04,42.81,56.1,63.35,68.39,72.35,75.89,79.54,83.68,91.92
Belgium,BEL,1927,0.11,18.81,43.33,56.29,63.36,68.21,72.11,75.62,79.18,83.38,91.63
Belgium,BEL,1928,0.11,19.59,43.83,56.36,63.31,68.22,72.2,75.79,79.38,83.79,92.29
Belgium,BEL,1929,0.1,15.32,40.02,53.81,61.58,66.74,70.81,74.42,77.99,82.4,90.45
Belgium,BEL,1930,0.1,18,43.05,56.09,63.25,68.29,72.45,76.05,79.83,84.26,92.95
Belgium,BEL,1931,0.12,22.52,45.92,57.39,63.89,68.74,72.61,75.98,79.47,83.83,92.07
Belgium,BEL,1932,0.12,22.4,46.7,57.85,64.42,69.07,72.79,76.22,79.64,83.82,92.15
Belgium,BEL,1933,0.12,22.78,46.74,57.81,64.33,69.05,72.88,76.4,79.7,83.88,92.16
Belgium,BEL,1934,0.13,25.92,48.98,59.33,65.46,70,73.74,77.25,80.68,85.11,93.84
Belgium,BEL,1935,0.13,26.33,48.9,59,65.16,69.67,73.38,76.82,80.15,84.36,92.44
Belgium,BEL,1936,0.13,26.09,48.94,59.13,65.29,69.88,73.59,76.93,80.35,84.66,92.93
Belgium,BEL,1937,0.13,26.35,49.08,58.95,65.14,69.7,73.42,76.72,80.24,84.43,92.36
Belgium,BEL,1938,0.13,26.6,49.15,59.09,65.32,69.81,73.58,76.86,80.38,84.59,92.81
Belgium,BEL,1939,0.14,27.96,49.49,59.01,64.98,69.42,73.13,76.49,79.89,83.9,91.7
Belgium,BEL,1940,0.13,21.07,37.56,52.47,60.84,66.58,70.94,74.8,78.46,82.74,90.8
Belgium,BEL,1941,0.12,25.23,47.43,57.59,64.07,68.78,72.65,76.05,79.41,83.38,90.98
Belgium,BEL,1942,0.12,25.89,48.06,58.01,64.26,68.93,72.65,76.01,79.36,83.36,91.09
Belgium,BEL,1943,0.14,25.33,48.51,58.99,65.47,70.1,73.94,77.37,80.76,84.96,93.05
Belgium,BEL,1944,0.13,19.91,39.59,52.9,61.34,67.32,71.87,75.79,79.55,83.91,91.97
Belgium,BEL,1945,0.11,22.35,46.04,57.53,64.39,69.41,73.45,76.95,80.38,84.6,92.73
Belgium,BEL,1946,0.14,31.39,52.18,61.06,66.75,71.06,74.68,78,81.36,85.44,93.51
Belgium,BEL,1947,0.17,36.4,53.96,62.07,67.52,71.69,75.12,78.34,81.61,85.52,93.49
Belgium,BEL,1948,0.2,41.23,55.86,63.18,68.24,72.24,75.56,78.79,82.12,86.14,94.26
Belgium,BEL,1949,0.21,43.63,56.89,63.71,68.5,72.36,75.57,78.64,81.77,85.64,93.34
Belgium,BEL,1950,0.23,45.48,57.81,64.49,69.1,72.83,76,79.04,82.17,86.05,93.72
Belgium,BEL,1951,0.25,46.97,58.52,64.87,69.37,72.91,75.98,78.92,82.06,85.86,93.25
Belgium,BEL,1952,0.28,49.17,59.76,65.78,70.2,73.65,76.75,79.68,82.7,86.47,94.16
Belgium,BEL,1953,0.31,49.93,60.17,66.06,70.28,73.74,76.77,79.6,82.66,86.34,94.04
Belgium,BEL,1954,0.31,50.13,60.37,66.28,70.52,74.01,77.05,79.88,82.92,86.66,94.25
Belgium,BEL,1955,0.32,50.17,60.4,66.29,70.53,73.92,76.91,79.71,82.66,86.3,93.74
Belgium,BEL,1956,0.34,50.85,60.74,66.45,70.57,74.01,76.98,79.82,82.8,86.48,93.86
Belgium,BEL,1957,0.38,51.06,60.85,66.52,70.72,74.11,77.15,80,83.06,86.82,94.41
Belgium,BEL,1958,0.48,51.86,61.35,67.07,71.15,74.52,77.53,80.34,83.35,87.02,94.65
Belgium,BEL,1959,0.51,52.11,61.66,67.34,71.54,74.93,77.96,80.8,83.72,87.5,95.19
Belgium,BEL,1960,0.51,51.95,61.15,66.6,70.72,74.03,77,79.89,82.93,86.62,93.98
Belgium,BEL,1961,0.6,52.36,61.78,67.25,71.42,74.86,77.83,80.71,83.75,87.47,95.19
Belgium,BEL,1962,0.66,52.38,61.55,66.95,71.05,74.51,77.44,80.29,83.35,86.96,94.48
Belgium,BEL,1963,0.64,52.35,61.47,66.82,70.9,74.27,77.27,80.07,83.02,86.66,94.05
Belgium,BEL,1964,0.8,52.4,61.85,67.24,71.32,74.77,77.82,80.76,83.86,87.61,95.38
Belgium,BEL,1965,1.28,52.39,61.59,66.96,71.04,74.47,77.49,80.33,83.42,87.22,94.92
Belgium,BEL,1966,1.02,52.77,61.82,67.1,71.16,74.57,77.6,80.48,83.51,87.29,94.8
Belgium,BEL,1967,2.18,53.05,61.97,67.25,71.25,74.62,77.68,80.61,83.66,87.47,95.11
Belgium,BEL,1968,2.24,53.01,61.81,67.03,70.97,74.29,77.27,80.13,83.12,86.81,94.16
Belgium,BEL,1969,2.41,52.81,61.81,67.02,70.94,74.29,77.3,80.24,83.32,87.1,94.76
Belgium,BEL,1970,2.62,53.17,62.06,67.24,71.19,74.52,77.55,80.47,83.61,87.44,95.1
Belgium,BEL,1971,3.15,53.33,62.28,67.38,71.31,74.63,77.7,80.56,83.61,87.42,94.91
Belgium,BEL,1972,4.27,53.25,62.32,67.6,71.55,74.89,77.94,80.85,83.94,87.75,95.27
Belgium,BEL,1973,6.66,53.56,62.65,67.82,71.74,75.03,78.06,80.9,83.92,87.61,95.23
Belgium,BEL,1974,7.27,54.05,62.97,68.19,72.1,75.39,78.34,81.19,84.25,87.96,95.43
Belgium,BEL,1975,8.87,54.25,62.96,68.21,72.02,75.25,78.16,80.97,83.96,87.68,95.14
Belgium,BEL,1976,9,54.27,63.06,68.25,72.17,75.4,78.32,81.14,84.17,87.87,95.16
Belgium,BEL,1977,12.59,54.48,63.42,68.71,72.61,75.85,78.86,81.78,84.87,88.69,96.38
Belgium,BEL,1978,12.42,54.48,63.35,68.75,72.63,75.9,78.88,81.7,84.77,88.46,96.02
Belgium,BEL,1979,14.17,54.75,63.75,69.21,73.11,76.36,79.3,82.14,85.17,88.98,96.56
Belgium,BEL,1980,14.87,54.95,63.87,69.16,73.11,76.38,79.33,82.16,85.21,88.94,96.34
Belgium,BEL,1981,16.36,55.53,64.33,69.53,73.46,76.72,79.59,82.42,85.42,89.18,96.65
Belgium,BEL,1982,17.19,55.67,64.43,69.72,73.66,76.89,79.81,82.61,85.6,89.31,97.01
Belgium,BEL,1983,17.49,55.65,64.56,69.88,73.74,76.95,79.79,82.54,85.45,89.06,96.63
Belgium,BEL,1984,18.16,56.27,65,70.23,74.08,77.31,80.19,82.96,85.95,89.64,97.25
Belgium,BEL,1985,18.69,56.53,65.11,70.27,74.2,77.36,80.25,83.05,85.99,89.66,97.07
Belgium,BEL,1986,19.21,56.78,65.42,70.49,74.44,77.63,80.47,83.2,86.08,89.67,97.29
Belgium,BEL,1987,19.39,57.1,65.91,71.05,75.01,78.25,81.11,83.89,86.82,90.53,98.16
Belgium,BEL,1988,19.78,57.5,66.29,71.43,75.25,78.47,81.35,84.15,87.1,90.79,98.6
Belgium,BEL,1989,19.75,57.7,66.4,71.66,75.43,78.58,81.4,84.11,86.96,90.53,97.8
Belgium,BEL,1990,19.87,57.9,66.82,71.99,75.89,79.03,81.83,84.55,87.43,91,98.43
Belgium,BEL,1991,20.55,58.11,66.95,72.15,75.9,79.15,81.98,84.7,87.62,91.17,98.57
Belgium,BEL,1992,20.62,58.11,67.03,72.3,76.1,79.3,82.13,84.87,87.79,91.34,98.71
Belgium,BEL,1993,21.03,58.25,67.24,72.45,76.2,79.31,82.11,84.79,87.6,91.12,98.31
Belgium,BEL,1994,21.07,58.18,67.38,72.62,76.48,79.74,82.55,85.25,88.07,91.63,98.83
Belgium,BEL,1995,21.9,58.25,67.37,72.66,76.5,79.62,82.55,85.24,88.12,91.65,98.81
Belgium,BEL,1996,22.68,58.63,67.92,73.1,76.9,79.99,82.79,85.46,88.26,91.75,98.85
Belgium,BEL,1997,23.57,58.76,68.14,73.32,77.2,80.29,82.99,85.62,88.42,91.9,98.98
Belgium,BEL,1998,23.32,58.87,68.14,73.34,77.16,80.31,83,85.68,88.48,91.98,99.21
Belgium,BEL,1999,23.22,58.92,68.3,73.58,77.46,80.55,83.17,85.81,88.63,92.05,99.01
Belgium,BEL,2000,23.18,58.95,68.52,73.76,77.62,80.71,83.44,85.99,88.74,92.12,99.23
Belgium,BEL,2001,23.31,59.16,68.74,74.13,77.98,81.07,83.78,86.31,89.02,92.37,99.39
Belgium,BEL,2002,24.66,59.49,68.85,74.25,78,81.1,83.74,86.26,88.95,92.25,99.11
Belgium,BEL,2003,25.32,59.77,69.15,74.47,78.19,81.2,83.81,86.33,88.94,92.18,98.83
Belgium,BEL,2004,26.57,60.41,69.8,75.08,78.77,81.76,84.39,86.94,89.52,92.8,99.78
Belgium,BEL,2005,27.46,60.53,69.78,75.11,78.91,81.9,84.53,86.98,89.51,92.81,99.54
Belgium,BEL,2006,27.53,60.84,70.13,75.55,79.27,82.25,84.87,87.33,89.91,93.21,99.89
Belgium,BEL,2007,26.98,60.91,70.2,75.63,79.44,82.47,85.09,87.51,90.18,93.38,100.27
Belgium,BEL,2008,28.44,60.84,70.12,75.72,79.52,82.49,85.09,87.54,90.14,93.34,100.11
Belgium,BEL,2009,28.99,61.19,70.36,75.94,79.75,82.74,85.3,87.74,90.36,93.49,100.26
Belgium,BEL,2010,28.94,61.61,70.58,76.14,79.96,82.9,85.46,87.95,90.51,93.72,100.42
Belgium,BEL,2011,29.21,61.71,70.86,76.45,80.25,83.23,85.8,88.25,90.82,94.06,100.89
Belgium,BEL,2012,30.66,61.97,70.85,76.37,80.19,83.18,85.71,88.07,90.58,93.67,100.23
Belgium,BEL,2013,31.02,62.22,71.09,76.48,80.34,83.34,85.87,88.22,90.71,93.87,100.36
Belgium,BEL,2014,31.99,62.91,71.6,77.16,80.97,83.93,86.45,88.84,91.35,94.47,100.98
Belgium,BEL,2015,32.64,62.81,71.6,76.95,80.73,83.7,86.25,88.6,91.04,94.05,100.25
Belgium,BEL,2016,32.68,63.3,71.94,77.23,81.09,84.07,86.61,88.96,91.45,94.49,100.85
Belgium,BEL,2017,32.84,63.65,72.2,77.41,81.23,84.2,86.68,89.04,91.45,94.47,100.75
Belgium,BEL,2018,33.64,63.9,72.34,77.57,81.3,84.26,86.78,89.14,91.59,94.55,100.65
Belgium,BEL,2019,34.33,64.36,72.7,77.84,81.64,84.61,87.13,89.45,91.85,94.88,101.09
Belgium,BEL,2020,34.83,63.91,71.88,76.84,80.46,83.36,85.88,88.21,90.6,93.5,99.53
Belgium,BEL,2021,34.19,64.22,72.27,77.4,81.17,84.21,86.86,89.36,91.89,95,101.19
Belgium,BEL,2022,34.64,64.52,72.58,77.65,81.38,84.38,86.92,89.3,91.71,94.64,100.42
Belgium,BEL,2023,35.42,64.68,72.87,78.01,81.78,84.63,87.2,89.6,92.15,95.41,102.08
Bulgaria,BGR,1947,0.08,3.1,33.88,53.67,62.57,68.33,72.49,76.34,80.1,84.92,95.29
Bulgaria,BGR,1948,0.09,4.46,37.77,55.99,64,69.47,73.41,76.93,80.59,85.23,95.79
Bulgaria,BGR,1949,0.09,15.1,46.09,59.52,65.86,70.6,74.32,77.55,81.05,85.62,96.69
Bulgaria,BGR,1950,0.11,22.04,51.21,62.15,68.25,72.63,76.2,79.44,83.12,87.92,98.52
Bulgaria,BGR,1951,0.11,20.41,50.69,61.67,67.56,72.12,75.72,78.78,82.36,86.95,97.74
Bulgaria,BGR,1952,0.11,20.66,50.78,61.09,66.51,70.76,74.19,77.37,80.24,84.63,94.61
Bulgaria,BGR,1953,0.13,32.77,56.41,64.74,69.77,73.64,76.85,79.88,83.29,87.41,97.37
Bulgaria,BGR,1954,0.13,37.01,57.95,65.33,69.93,73.76,77.01,80.07,83.38,87.58,97.25
Bulgaria,BGR,1955,0.13,38.06,58.45,65.71,70.18,73.86,77.19,80.23,83.57,87.85,97.54
Bulgaria,BGR,1956,0.15,42.43,59.16,65.58,69.83,73.24,76.43,79.41,82.39,86.41,95.73
Bulgaria,BGR,1957,0.17,43.86,59.75,66.32,70.59,74.11,77.34,80.48,83.72,88.11,98.1
Bulgaria,BGR,1958,0.22,48.42,61.26,67.41,71.65,75.05,78.25,81.26,84.51,89.03,99.33
Bulgaria,BGR,1959,0.21,46.82,59.81,65.65,69.85,73.08,76.03,79.05,82.15,86.28,95.39
Bulgaria,BGR,1960,0.26,49.94,61.93,67.64,71.69,74.93,77.96,80.99,84.07,88.3,98.3
Bulgaria,BGR,1961,0.34,51.46,62.49,68.03,72.02,75.26,78.2,81.19,84.35,88.68,99.03
Bulgaria,BGR,1962,0.37,51.76,62.26,67.59,71.44,74.53,77.26,80.06,83.14,86.99,95.97
Bulgaria,BGR,1963,0.38,52.31,62.74,68.1,72.14,75.3,78.12,80.92,84.08,88.14,97.84
Bulgaria,BGR,1964,0.43,53.36,63.46,68.69,72.51,75.72,78.6,81.39,84.53,88.63,98.82
Bulgaria,BGR,1965,0.51,53.7,63.64,68.7,72.45,75.57,78.42,81.16,84.27,88.32,98.38
Bulgaria,BGR,1966,0.49,53.48,63.61,68.68,72.44,75.64,78.48,81.26,84.4,88.43,98.55
Bulgaria,BGR,1967,0.42,52.94,62.98,68.08,71.92,75.02,77.89,80.6,83.56,87.49,97.04
Bulgaria,BGR,1968,0.48,53.4,63.43,68.6,72.34,75.53,78.47,81.27,84.27,88.32,97.89
Bulgaria,BGR,1969,0.5,53.09,62.77,67.92,71.62,74.65,77.53,80.36,83.36,87.25,96.54
Bulgaria,BGR,1970,0.67,53.9,63.48,68.51,72.15,75.21,78.08,80.95,83.9,87.79,97.65
Bulgaria,BGR,1971,0.77,53.2,62.98,67.97,71.64,74.69,77.42,80.27,83.34,87.17,96.75
Bulgaria,BGR,1972,0.77,53.59,63.05,68.18,71.85,74.86,77.64,80.33,83.27,87.07,95.86
Bulgaria,BGR,1973,0.63,53.78,63.57,68.64,72.29,75.36,78.14,80.83,83.92,87.74,96.84
Bulgaria,BGR,1974,0.7,53.83,63.36,68.49,72.16,75.14,77.91,80.61,83.62,87.38,96.5
Bulgaria,BGR,1975,1.36,53.45,63.07,68.23,71.82,74.81,77.47,80.11,83.06,86.88,95.79
Bulgaria,BGR,1976,1.08,53.71,63.33,68.45,72.11,75.21,77.92,80.54,83.53,87.43,96.12
Bulgaria,BGR,1977,0.98,53.13,62.7,67.93,71.62,74.71,77.5,80.15,83.02,86.87,95.17
Bulgaria,BGR,1978,1.63,53.27,62.73,68.08,71.83,74.92,77.76,80.43,83.41,87.3,95.99
Bulgaria,BGR,1979,2.41,53.16,62.75,68.08,71.84,74.94,77.75,80.5,83.41,87.2,95.59
Bulgaria,BGR,1980,2.37,53.18,62.67,67.96,71.73,74.77,77.57,80.27,83.14,86.81,95.02
Bulgaria,BGR,1981,3,53.47,62.81,68.25,72.01,75.05,77.87,80.61,83.58,87.4,95.81
Bulgaria,BGR,1982,3.04,52.91,62.25,67.62,71.56,74.69,77.59,80.37,83.21,86.95,95.25
Bulgaria,BGR,1983,3.88,53.13,62.34,67.82,71.67,74.8,77.57,80.27,83.1,86.84,94.98
Bulgaria,BGR,1984,4.11,52.76,62.18,67.77,71.68,74.93,77.77,80.55,83.39,87.2,95.48
Bulgaria,BGR,1985,5.94,52.53,61.86,67.39,71.4,74.61,77.39,80.13,83.02,86.78,94.4
Bulgaria,BGR,1986,8.41,52.85,62.11,67.62,71.63,74.94,77.85,80.57,83.55,87.55,94.9
Bulgaria,BGR,1987,6.08,52.82,62.15,67.56,71.63,74.87,77.77,80.48,83.34,86.92,94.62
Bulgaria,BGR,1988,6.06,52.5,61.92,67.45,71.68,74.96,77.78,80.59,83.48,87.12,95.04
Bulgaria,BGR,1989,7.14,52.23,61.88,67.53,71.67,75.01,77.98,80.76,83.68,87.35,95.35
Bulgaria,BGR,1990,7.3,51.84,61.76,67.45,71.6,74.95,77.92,80.72,83.62,87.24,95
Bulgaria,BGR,1991,4.6,52.31,61.86,67.45,71.43,74.96,77.87,80.61,83.5,87.1,94.74
Bulgaria,BGR,1992,4.94,51.37,61.25,67.16,71.4,75.03,78.02,80.89,83.89,87.57,95.32
Bulgaria,BGR,1993,6.34,51.25,61.06,67.07,71.37,74.91,77.98,80.87,83.88,87.51,95.43
Bulgaria,BGR,1994,5.02,50.6,60.61,66.68,71.11,74.6,77.9,80.62,83.65,87.58,95.31
Bulgaria,BGR,1995,7.77,51,60.67,66.69,71.05,74.55,77.77,80.59,83.62,87.32,94.66
Bulgaria,BGR,1996,5.38,51.27,60.87,66.79,71.05,74.48,77.59,80.44,83.39,87.07,94.37
Bulgaria,BGR,1997,3.3,50.63,60.31,66.24,70.67,74.15,77.16,80.22,83.07,86.66,93.79
Bulgaria,BGR,1998,5.99,51.34,60.79,66.7,71.07,74.56,77.54,80.53,83.36,86.98,94.2
Bulgaria,BGR,1999,6.17,52.13,61.63,67.46,71.79,75.17,78.15,81.09,84,87.59,95.15
Bulgaria,BGR,2000,12.57,52.39,61.66,67.35,71.6,74.97,77.98,80.74,83.84,87.41,94.73
Bulgaria,BGR,2001,13.01,52.67,61.85,67.6,71.92,75.31,78.33,81.09,84.21,87.84,95.24
Bulgaria,BGR,2002,14.13,53,62.11,67.89,72.12,75.52,78.48,81.28,84.27,87.78,95.09
Bulgaria,BGR,2003,15.54,53.32,62.32,68,72.24,75.69,78.66,81.45,84.45,88.02,95.32
Bulgaria,BGR,2004,14.66,53.13,62.27,68.13,72.47,75.97,78.98,81.79,84.69,88.46,95.73
Bulgaria,BGR,2005,17.17,53.25,62.14,67.92,72.22,75.75,78.76,81.63,84.53,88.37,95.83
Bulgaria,BGR,2006,17.34,53.27,62.21,68.07,72.42,75.89,78.92,81.75,84.65,88.47,96.04
Bulgaria,BGR,2007,18.38,53.71,62.56,68.4,72.75,76.19,79.19,81.96,84.87,88.53,95.9
Bulgaria,BGR,2008,18.05,53.8,62.88,68.79,73.12,76.61,79.61,82.35,85.22,88.74,96.23
Bulgaria,BGR,2009,18.91,54.12,63.11,68.95,73.37,76.93,79.97,82.76,85.66,89.22,96.61
Bulgaria,BGR,2010,19.18,54.42,63.39,69.23,73.65,77.11,80.07,82.83,85.67,89.12,96.24
Bulgaria,BGR,2011,20.92,54.84,63.58,69.46,73.85,77.34,80.31,83.08,85.9,89.41,96.69
Bulgaria,BGR,2012,21.04,55.3,63.86,69.64,73.97,77.42,80.39,83.13,85.92,89.41,96.57
Bulgaria,BGR,2013,21.54,55.43,64.22,69.96,74.46,77.96,80.95,83.69,86.54,90.05,97.49
Bulgaria,BGR,2014,22.71,54.94,63.61,69.43,74,77.63,80.64,83.43,86.31,89.8,97.02
Bulgaria,BGR,2015,23.01,55.37,63.82,69.63,74.03,77.69,80.72,83.48,86.3,89.74,96.57
Bulgaria,BGR,2016,24.05,55.36,63.76,69.59,74.15,77.86,80.93,83.82,86.71,90.13,97.07
Bulgaria,BGR,2017,24.17,55.42,63.92,69.6,74.08,77.77,80.84,83.67,86.53,89.96,96.86
Bulgaria,BGR,2018,23.91,55.55,63.9,69.68,74.19,77.85,81.01,83.89,86.77,90.24,97.11
Bulgaria,BGR,2019,24.13,55.75,64.09,69.76,74.29,77.98,81.17,84.02,86.9,90.34,97.32
Bulgaria,BGR,2020,25.86,54.58,62.45,67.86,72.23,75.9,79.27,82.38,85.52,89.15,96.19
Bulgaria,BGR,2021,23.44,52.73,60.59,65.79,69.9,73.49,76.82,80.01,83.32,87.22,94.54
Canada,CAN,1921,0.09,14.36,41.43,56.21,64.22,69.43,73.72,77.51,81.59,86.3,95.81
Canada,CAN,1922,0.09,15.45,42.1,56.53,64.34,69.41,73.56,77.26,81.11,85.71,95.27
Canada,CAN,1923,0.1,14.86,41.93,56.47,64.01,69.07,73.23,76.89,80.59,85.26,94.45
Canada,CAN,1924,0.11,18.85,45.05,58.32,65.36,70.16,74.27,77.86,81.78,86.24,95.53
Canada,CAN,1925,0.11,20.54,46.39,59.03,65.73,70.4,74.41,77.86,81.73,86.16,95.44
Canada,CAN,1926,0.1,17.68,44.18,57.76,64.89,69.73,73.65,77.04,80.69,85.26,94.41
Canada,CAN,1927,0.11,18.62,44.8,58.03,65.06,69.92,74.06,77.55,81.41,85.98,95.14
Canada,CAN,1928,0.11,20.09,44.99,57.76,64.74,69.64,73.65,77.14,80.78,85.36,94.07
Canada,CAN,1929,0.11,18.14,43.87,57.35,64.46,69.3,73.37,76.97,80.56,85.08,94.04
